0,1287.0998895763348
20,1350.7669044747688
40,1323.459482261775
60,1160.8920462570982
80,1110.4306053368791
100,1211.2708997528964
120,1058.5248507549718
140,1225.8534171347826
160,1188.1917930961065
180,1162.7170798505406
200,1072.4237546186564
220,1241.0880085255774
240,1157.3839328270471
260,1106.406653143177
280,970.219022937468
300,1197.798807595949
320,1341.7801277335795
340,1332.9007371638295
360,1163.4322994730983
380,1151.8230351710577
400,1237.5019404860018
420,1120.1291648649367
440,1224.1433519855573
460,1261.2864222707751
480,1298.1546579107446
