0,2.0463249518898445
10,4.300634031109185
20,6.334596691016916
30,8.721681859798467
40,10.802147465713299
50,12.53263197810707
60,14.639366905283696
70,16.689220979563473
80,18.874339282186103
90,20.965879315235505
100,22.93462797798032
110,24.739515928547924
120,26.69579268199075
130,28.554866717518358
140,30.45351076668889
150,32.526570771968636
160,34.760793162235366
170,36.802613495127694
180,38.60482972907485
190,40.65221771444333
200,42.81138632858296
210,44.698513199770765
220,46.65606136816994
230,48.63493656669523
240,50.49288435144955
250,52.5648799743504
260,54.52045531207205
270,56.55612495100207
280,58.394723061856254
290,60.29990695527682
300,62.378114205473345
310,64.29100017555683
320,66.51789925315407
330,68.4246948756853
340,70.42418523711024
350,72.52886176927265
360,74.27984247844806
370,75.97858123541171
380,77.7117434976085
390,79.86227524137377
400,81.73956538186921
410,84.08242549202852
420,85.9557471394839
430,87.94045196139372
440,90.1277982282982
450,92.38364826240792
460,94.64668197477218
470,96.78061356837377
480,98.8858326404613
490,100.92526876652124
